source,target,company,similarity
rankin alison a,seelbach isabelle,HY,17.7693
rankin alison a,seelbach scott w,HY,17.6034
rankin alison a,seelbach taplin e,HY,17.7693
rankin alison a,seelbach thomas wilson,HY,17.9415
rankin alison a,williams clara r,HY,15.9789
rankin alison a,williams david b,HY,15.9789
rankin alison a,williams helen charles,HY,17.4682
rankin alison a,williams margo j.v.,HY,17.4682
rankin bruce t,rankin chloe o,HY,15.6084
rankin bruce t,rankin claiborne r,HY,15.6084
rankin bruce t,rankin claiborne r jr,HY,19.5755
rankin bruce t,rankin claiborne read iii,HY,20.1059
rankin bruce t,rankin clara l t,HY,18.1966
rankin bruce t,rankin corbin,HY,17.769
rankin bruce t,rankin elisabeth m,HY,19.5755
rankin bruce t,rankin elizabeth b,HY,19.5755
rankin bruce t,rankin james t,HY,19.5755
rankin bruce t,rankin james t. jr.,HY,19.6789
rankin bruce t,rankin julia l,HY,19.5755
rankin bruce t,rankin lauran,HY,8.82283
rankin bruce t,rankin lynne t,HY,19.5755
rankin bruce t,rankin margaret pollard,HY,19.6789
rankin bruce t,rankin mary m,HY,19.9129
rankin bruce t,rankin matthew m,HY,19.5755
rankin bruce t,rankin roger f,HY,17.769
rankin bruce t,rankin thomas parker,HY,19.5755
rankin bruce t,rankin thomas t,HY,18.0466
rankin bruce t,rankin victoire g,HY,18.3232
rankin bruce t,rankin william a,HY,19.9129
rankin bruce t,seelbach chloe r,HY,19.5755
rankin bruce t,seelbach isabelle,HY,19.9129
rankin bruce t,seelbach scott w,HY,19.5755
rankin bruce t,seelbach taplin e,HY,19.9129
rankin bruce t,seelbach thomas wilson,HY,20.1059
rankin bruce t,williams clara r,HY,17.769
rankin bruce t,williams david b,HY,17.769
rankin bruce t,williams helen charles,HY,19.5755
rankin bruce t,williams margo j.v.,HY,19.5755
rankin chloe o,rankin claiborne r,HY,16.152
rankin chloe o,rankin claiborne r jr,HY,15.3442
rankin chloe o,rankin claiborne read iii,HY,15.76
rankin chloe o,rankin clara l t,HY,17.1618
rankin chloe o,rankin corbin,HY,16.7483
rankin chloe o,rankin elisabeth m,HY,15.3442
rankin chloe o,rankin elizabeth b,HY,15.3442
rankin chloe o,rankin james t,HY,15.3442
rankin chloe o,rankin james t. jr.,HY,15.4253
rankin chloe o,rankin julia l,HY,15.3442
rankin chloe o,rankin lauran,HY,6.91642
rankin chloe o,rankin lynne t,HY,15.3442
rankin chloe o,rankin margaret pollard,HY,15.4253
rankin chloe o,rankin mary m,HY,15.6087
rankin chloe o,rankin matthew m,HY,15.3442
rankin chloe o,rankin roger f,HY,16.7483
rankin chloe o,rankin thomas parker,HY,15.3442
rankin chloe o,rankin thomas t,HY,17.0099
rankin chloe o,rankin victoire g,HY,16.7548
rankin chloe o,rankin william a,HY,15.6087
rankin chloe o,seelbach chloe r,HY,15.3442
rankin chloe o,seelbach isabelle,HY,15.6087
rankin chloe o,seelbach scott w,HY,15.3442
rankin chloe o,seelbach taplin e,HY,15.6087
rankin chloe o,seelbach thomas wilson,HY,15.76
rankin chloe o,williams clara r,HY,14.4713
rankin chloe o,williams david b,HY,14.4713
rankin chloe o,williams helen charles,HY,15.3442
rankin chloe o,williams margo j.v.,HY,15.3442
rankin claiborne r,rankin claiborne r jr,HY,15.3442
rankin claiborne r,rankin claiborne read iii,HY,15.76
rankin claiborne r,rankin clara l t,HY,17.1618
rankin claiborne r,rankin corbin,HY,16.7483
rankin claiborne r,rankin elisabeth m,HY,15.3442
rankin claiborne r,rankin elizabeth b,HY,15.3442
rankin claiborne r,rankin james t,HY,15.3442
rankin claiborne r,rankin james t. jr.,HY,15.4253
rankin claiborne r,rankin julia l,HY,15.3442
rankin claiborne r,rankin lauran,HY,6.91642
rankin claiborne r,rankin lynne t,HY,15.3442
rankin claiborne r,rankin margaret pollard,HY,15.4253
rankin claiborne r,rankin mary m,HY,15.6087
rankin claiborne r,rankin matthew m,HY,15.3442
rankin claiborne r,rankin roger f,HY,16.7483
rankin claiborne r,rankin thomas parker,HY,15.3442
rankin claiborne r,rankin thomas t,HY,17.0099
rankin claiborne r,rankin victoire g,HY,16.7548
rankin claiborne r,rankin william a,HY,15.6087
rankin claiborne r,seelbach chloe r,HY,15.3442
rankin claiborne r,seelbach isabelle,HY,15.6087
rankin claiborne r,seelbach scott w,HY,15.3442
rankin claiborne r,seelbach taplin e,HY,15.6087
rankin claiborne r,seelbach thomas wilson,HY,15.76
rankin claiborne r,williams clara r,HY,14.4713
rankin claiborne r,williams david b,HY,14.4713
rankin claiborne r,williams helen charles,HY,15.3442
rankin claiborne r,williams margo j.v.,HY,15.3442
rankin claiborne r jr,rankin claiborne read iii,HY,19.7655
rankin claiborne r jr,rankin clara l t,HY,17.8882
rankin claiborne r jr,rankin corbin,HY,17.4682
rankin claiborne r jr,rankin elisabeth m,HY,19.3931
rankin claiborne r jr,rankin elizabeth b,HY,19.3931
rankin claiborne r jr,rankin james t,HY,19.3931
rankin claiborne r jr,rankin james t. jr.,HY,19.3458
rankin claiborne r jr,rankin julia l,HY,19.3931
rankin claiborne r jr,rankin lauran,HY,8.80995
rankin claiborne r jr,rankin lynne t,HY,19.3931
rankin claiborne r jr,rankin margaret pollard,HY,19.3458
rankin claiborne r jr,rankin mary m,HY,19.5758
rankin claiborne r jr,rankin matthew m,HY,19.3931
rankin claiborne r jr,rankin roger f,HY,17.6034
rankin claiborne r jr,rankin thomas parker,HY,19.3931
rankin claiborne r jr,rankin thomas t,HY,17.7411
rankin claiborne r jr,rankin victoire g,HY,18.0129
rankin claiborne r jr,rankin william a,HY,19.5758
rankin claiborne r jr,seelbach chloe r,HY,19.3931
rankin claiborne r jr,seelbach isabelle,HY,19.5758
rankin claiborne r jr,seelbach scott w,HY,19.3931
rankin claiborne r jr,seelbach taplin e,HY,19.5758
rankin claiborne r jr,seelbach thomas wilson,HY,19.7655
rankin claiborne r jr,williams clara r,HY,17.6034
rankin claiborne r jr,williams david b,HY,17.6034
rankin claiborne r jr,williams helen charles,HY,19.2441
rankin claiborne r jr,williams margo j.v.,HY,19.2441
rankin claiborne read iii,rankin clara l t,HY,18.5158
rankin claiborne read iii,rankin corbin,HY,17.9415
rankin claiborne read iii,rankin elisabeth m,HY,19.7655
rankin claiborne read iii,rankin elizabeth b,HY,19.7655
rankin claiborne read iii,rankin james t,HY,19.7655
rankin claiborne read iii,rankin james t. jr.,HY,20.0243
rankin claiborne read iii,rankin julia l,HY,19.7655
rankin claiborne read iii,rankin lauran,HY,8.83836
rankin claiborne read iii,rankin lynne t,HY,19.7655
rankin claiborne read iii,rankin margaret pollard,HY,20.0243
rankin claiborne read iii,rankin mary m,HY,20.1062
rankin claiborne read iii,rankin matthew m,HY,19.7655
rankin claiborne read iii,rankin roger f,HY,17.9415
rankin claiborne read iii,rankin thomas parker,HY,19.7655
rankin claiborne read iii,rankin thomas t,HY,18.2218
rankin claiborne read iii,rankin victoire g,HY,18.5006
rankin claiborne read iii,rankin william a,HY,20.1062
rankin claiborne read iii,seelbach chloe r,HY,19.7655
rankin claiborne read iii,seelbach isabelle,HY,20.1062
rankin claiborne read iii,seelbach scott w,HY,19.7655
rankin claiborne read iii,seelbach taplin e,HY,20.1062
rankin claiborne read iii,seelbach thomas wilson,HY,20.4589
rankin claiborne read iii,williams clara r,HY,17.9415
rankin claiborne read iii,williams david b,HY,17.9415
rankin claiborne read iii,williams helen charles,HY,19.7655
rankin claiborne read iii,williams margo j.v.,HY,19.7655
rankin clara l t,rankin corbin,HY,19.0477
rankin clara l t,rankin elisabeth m,HY,17.8882
rankin clara l t,rankin elizabeth b,HY,17.8882
rankin clara l t,rankin james t,HY,17.8882
rankin clara l t,rankin james t. jr.,HY,18.1227
rankin clara l t,rankin julia l,HY,17.8882
rankin clara l t,rankin lauran,HY,8.0005
rankin clara l t,rankin lynne t,HY,17.8882
rankin clara l t,rankin margaret pollard,HY,18.1227
rankin clara l t,rankin mary m,HY,18.1966
rankin clara l t,rankin matthew m,HY,17.8882
rankin clara l t,rankin roger f,HY,19.0477
rankin clara l t,rankin thomas parker,HY,17.8882
rankin clara l t,rankin thomas t,HY,19.3454
rankin clara l t,rankin victoire g,HY,19.1134
rankin clara l t,rankin william a,HY,18.1966
rankin clara l t,seelbach chloe r,HY,17.8882
rankin clara l t,seelbach isabelle,HY,18.1966
rankin clara l t,seelbach scott w,HY,17.8882
rankin clara l t,seelbach taplin e,HY,18.1966
rankin clara l t,seelbach thomas wilson,HY,18.5158
rankin clara l t,williams clara r,HY,16.2369
rankin clara l t,williams david b,HY,16.2369
rankin clara l t,williams helen charles,HY,17.8882
rankin clara l t,williams margo j.v.,HY,17.8882
rankin corbin,rankin elisabeth m,HY,17.4682
rankin corbin,rankin elizabeth b,HY,17.4682
rankin corbin,rankin james t,HY,17.4682
rankin corbin,rankin james t. jr.,HY,17.5605
rankin corbin,rankin julia l,HY,17.4682
rankin corbin,rankin lauran,HY,7.87362
rankin corbin,rankin lynne t,HY,17.4682
rankin corbin,rankin margaret pollard,HY,17.5605
rankin corbin,rankin mary m,HY,17.7693
rankin corbin,rankin matthew m,HY,17.4682
rankin corbin,rankin roger f,HY,18.5899
rankin corbin,rankin thomas parker,HY,17.4682
rankin corbin,rankin thomas t,HY,18.8803
rankin corbin,rankin victoire g,HY,18.6466
rankin corbin,rankin william a,HY,17.7693
rankin corbin,seelbach chloe r,HY,17.4682
rankin corbin,seelbach isabelle,HY,17.7693
rankin corbin,seelbach scott w,HY,17.4682
rankin corbin,seelbach taplin e,HY,17.7693
rankin corbin,seelbach thomas wilson,HY,17.9415
rankin corbin,williams clara r,HY,15.8561
rankin corbin,williams david b,HY,15.8561
rankin corbin,williams helen charles,HY,17.4682
rankin corbin,williams margo j.v.,HY,17.4682
rankin elisabeth m,rankin elizabeth b,HY,19.3931
rankin elisabeth m,rankin james t,HY,19.3931
rankin elisabeth m,rankin james t. jr.,HY,19.3458
rankin elisabeth m,rankin julia l,HY,19.3931
rankin elisabeth m,rankin lauran,HY,8.80995
rankin elisabeth m,rankin lynne t,HY,19.3931
rankin elisabeth m,rankin margaret pollard,HY,19.3458
rankin elisabeth m,rankin mary m,HY,19.5758
rankin elisabeth m,rankin matthew m,HY,19.3931
rankin elisabeth m,rankin roger f,HY,17.6034
rankin elisabeth m,rankin thomas parker,HY,19.3931
rankin elisabeth m,rankin thomas t,HY,17.7411
rankin elisabeth m,rankin victoire g,HY,18.0129
rankin elisabeth m,rankin william a,HY,19.5758
rankin elisabeth m,seelbach chloe r,HY,19.3931
rankin elisabeth m,seelbach isabelle,HY,19.5758
rankin elisabeth m,seelbach scott w,HY,19.3931
rankin elisabeth m,seelbach taplin e,HY,19.5758
rankin elisabeth m,seelbach thomas wilson,HY,19.7655
rankin elisabeth m,williams clara r,HY,17.6034
rankin elisabeth m,williams david b,HY,17.6034
rankin elisabeth m,williams helen charles,HY,19.2441
rankin elisabeth m,williams margo j.v.,HY,19.2441
rankin elizabeth b,rankin james t,HY,19.3931
rankin elizabeth b,rankin james t. jr.,HY,19.3458
rankin elizabeth b,rankin julia l,HY,19.3931
rankin elizabeth b,rankin lauran,HY,8.80995
rankin elizabeth b,rankin lynne t,HY,19.3931
rankin elizabeth b,rankin margaret pollard,HY,19.3458
rankin elizabeth b,rankin mary m,HY,19.5758
rankin elizabeth b,rankin matthew m,HY,19.3931
rankin elizabeth b,rankin roger f,HY,17.6034
rankin elizabeth b,rankin thomas parker,HY,19.3931
rankin elizabeth b,rankin thomas t,HY,17.7411
rankin elizabeth b,rankin victoire g,HY,18.0129
rankin elizabeth b,rankin william a,HY,19.5758
rankin elizabeth b,seelbach chloe r,HY,19.3931
rankin elizabeth b,seelbach isabelle,HY,19.5758
rankin elizabeth b,seelbach scott w,HY,19.3931
rankin elizabeth b,seelbach taplin e,HY,19.5758
rankin elizabeth b,seelbach thomas wilson,HY,19.7655
rankin elizabeth b,williams clara r,HY,17.6034
rankin elizabeth b,williams david b,HY,17.6034
rankin elizabeth b,williams helen charles,HY,19.2441
rankin elizabeth b,williams margo j.v.,HY,19.2441
rankin james t,rankin james t. jr.,HY,19.3458
rankin james t,rankin julia l,HY,19.3931
rankin james t,rankin lauran,HY,8.80995
rankin james t,rankin lynne t,HY,19.3931
rankin james t,rankin margaret pollard,HY,19.3458
rankin james t,rankin mary m,HY,19.5758
rankin james t,rankin matthew m,HY,19.3931
rankin james t,rankin roger f,HY,17.6034
rankin james t,rankin thomas parker,HY,19.3931
rankin james t,rankin thomas t,HY,17.7411
rankin james t,rankin victoire g,HY,18.0129
rankin james t,rankin william a,HY,19.5758
rankin james t,seelbach chloe r,HY,19.3931
rankin james t,seelbach isabelle,HY,19.5758
rankin james t,seelbach scott w,HY,19.3931
rankin james t,seelbach taplin e,HY,19.5758
rankin james t,seelbach thomas wilson,HY,19.7655
rankin james t,williams clara r,HY,17.6034
rankin james t,williams david b,HY,17.6034
rankin james t,williams helen charles,HY,19.2441
rankin james t,williams margo j.v.,HY,19.2441
rankin james t. jr.,rankin julia l,HY,19.3458
rankin james t. jr.,rankin lauran,HY,8.9961
rankin james t. jr.,rankin lynne t,HY,19.3458
rankin james t. jr.,rankin margaret pollard,HY,19.7421
rankin james t. jr.,rankin mary m,HY,19.6792
rankin james t. jr.,rankin matthew m,HY,19.3458
rankin james t. jr.,rankin roger f,HY,17.5605
rankin james t. jr.,rankin thomas parker,HY,19.3458
rankin james t. jr.,rankin thomas t,HY,17.8348
rankin james t. jr.,rankin victoire g,HY,18.1075
rankin james t. jr.,rankin william a,HY,19.6792
rankin james t. jr.,seelbach chloe r,HY,19.3458
rankin james t. jr.,seelbach isabelle,HY,19.6792
rankin james t. jr.,seelbach scott w,HY,19.3458
rankin james t. jr.,seelbach taplin e,HY,19.6792
rankin james t. jr.,seelbach thomas wilson,HY,20.0243
rankin james t. jr.,williams clara r,HY,17.5605
rankin james t. jr.,williams david b,HY,17.5605
rankin james t. jr.,williams helen charles,HY,19.3458
rankin james t. jr.,williams margo j.v.,HY,19.3458
rankin julia l,rankin lauran,HY,8.80995
rankin julia l,rankin lynne t,HY,19.3931
rankin julia l,rankin margaret pollard,HY,19.3458
rankin julia l,rankin mary m,HY,19.5758
rankin julia l,rankin matthew m,HY,19.3931
rankin julia l,rankin roger f,HY,17.6034
rankin julia l,rankin thomas parker,HY,19.3931
rankin julia l,rankin thomas t,HY,17.7411
rankin julia l,rankin victoire g,HY,18.0129
rankin julia l,rankin william a,HY,19.5758
rankin julia l,seelbach chloe r,HY,19.3931
rankin julia l,seelbach isabelle,HY,19.5758
rankin julia l,seelbach scott w,HY,19.3931
rankin julia l,seelbach taplin e,HY,19.5758
rankin julia l,seelbach thomas wilson,HY,19.7655
rankin julia l,williams clara r,HY,17.6034
rankin julia l,williams david b,HY,17.6034
rankin julia l,williams helen charles,HY,19.2441
rankin julia l,williams margo j.v.,HY,19.2441
rankin lauran,rankin lynne t,HY,8.80995
rankin lauran,rankin margaret pollard,HY,8.9961
rankin lauran,rankin mary m,HY,8.82337
rankin lauran,rankin matthew m,HY,8.80995
rankin lauran,rankin roger f,HY,7.99712
rankin lauran,rankin thomas parker,HY,8.80995
rankin lauran,rankin thomas t,HY,7.99658
rankin lauran,rankin victoire g,HY,8.1154
rankin lauran,rankin william a,HY,8.82337
rankin lauran,seelbach chloe r,HY,8.80995
rankin lauran,seelbach isabelle,HY,8.82337
rankin lauran,seelbach scott w,HY,8.80995
rankin lauran,seelbach taplin e,HY,8.82337
rankin lauran,seelbach thomas wilson,HY,8.83836
rankin lauran,williams clara r,HY,7.99712
rankin lauran,williams david b,HY,7.99712
rankin lauran,williams helen charles,HY,8.6739
rankin lauran,williams margo j.v.,HY,8.6739
rankin lynne t,rankin margaret pollard,HY,19.3458
rankin lynne t,rankin mary m,HY,19.5758
rankin lynne t,rankin matthew m,HY,19.3931
rankin lynne t,rankin roger f,HY,17.6034
rankin lynne t,rankin thomas parker,HY,19.3931
rankin lynne t,rankin thomas t,HY,17.7411
rankin lynne t,rankin victoire g,HY,18.0129
rankin lynne t,rankin william a,HY,19.5758
rankin lynne t,seelbach chloe r,HY,19.3931
rankin lynne t,seelbach isabelle,HY,19.5758
rankin lynne t,seelbach scott w,HY,19.3931
rankin lynne t,seelbach taplin e,HY,19.5758
rankin lynne t,seelbach thomas wilson,HY,19.7655
rankin lynne t,williams clara r,HY,17.6034
rankin lynne t,williams david b,HY,17.6034
rankin lynne t,williams helen charles,HY,19.2441
rankin lynne t,williams margo j.v.,HY,19.2441
rankin margaret pollard,rankin mary m,HY,19.6792
rankin margaret pollard,rankin matthew m,HY,19.3458
rankin margaret pollard,rankin roger f,HY,17.5605
rankin margaret pollard,rankin thomas parker,HY,19.3458
rankin margaret pollard,rankin thomas t,HY,17.8348
rankin margaret pollard,rankin victoire g,HY,18.1075
rankin margaret pollard,rankin william a,HY,19.6792
rankin margaret pollard,seelbach chloe r,HY,19.3458
rankin margaret pollard,seelbach isabelle,HY,19.6792
rankin margaret pollard,seelbach scott w,HY,19.3458
rankin margaret pollard,seelbach taplin e,HY,19.6792
rankin margaret pollard,seelbach thomas wilson,HY,20.0243
rankin margaret pollard,williams clara r,HY,17.5605
rankin margaret pollard,williams david b,HY,17.5605
rankin margaret pollard,williams helen charles,HY,19.3458
rankin margaret pollard,williams margo j.v.,HY,19.3458
rankin mary m,rankin matthew m,HY,19.5758
rankin mary m,rankin roger f,HY,17.7693
rankin mary m,rankin thomas parker,HY,19.5758
rankin mary m,rankin thomas t,HY,18.0469
rankin mary m,rankin victoire g,HY,18.3232
rankin mary m,rankin william a,HY,19.9132
rankin mary m,seelbach chloe r,HY,19.5758
rankin mary m,seelbach isabelle,HY,19.9132
rankin mary m,seelbach scott w,HY,19.5758
rankin mary m,seelbach taplin e,HY,19.9132
rankin mary m,seelbach thomas wilson,HY,20.1062
rankin mary m,williams clara r,HY,17.7693
rankin mary m,williams david b,HY,17.7693
rankin mary m,williams helen charles,HY,19.5758
rankin mary m,williams margo j.v.,HY,19.5758
rankin matthew m,rankin roger f,HY,17.6034
rankin matthew m,rankin thomas parker,HY,19.3931
rankin matthew m,rankin thomas t,HY,17.7411
rankin matthew m,rankin victoire g,HY,18.0129
rankin matthew m,rankin william a,HY,19.5758
rankin matthew m,seelbach chloe r,HY,19.3931
rankin matthew m,seelbach isabelle,HY,19.5758
rankin matthew m,seelbach scott w,HY,19.3931
rankin matthew m,seelbach taplin e,HY,19.5758
rankin matthew m,seelbach thomas wilson,HY,19.7655
rankin matthew m,williams clara r,HY,17.6034
rankin matthew m,williams david b,HY,17.6034
rankin matthew m,williams helen charles,HY,19.2441
rankin matthew m,williams margo j.v.,HY,19.2441
rankin roger f,rankin thomas parker,HY,17.6034
rankin roger f,rankin thomas t,HY,18.8803
rankin roger f,rankin victoire g,HY,18.6466
rankin roger f,rankin william a,HY,17.7693
rankin roger f,seelbach chloe r,HY,17.6034
rankin roger f,seelbach isabelle,HY,17.7693
rankin roger f,seelbach scott w,HY,17.6034
rankin roger f,seelbach taplin e,HY,17.7693
rankin roger f,seelbach thomas wilson,HY,17.9415
rankin roger f,williams clara r,HY,15.9789
rankin roger f,williams david b,HY,15.9789
rankin roger f,williams helen charles,HY,17.4682
rankin roger f,williams margo j.v.,HY,17.4682
rankin thomas parker,rankin thomas t,HY,17.7411
rankin thomas parker,rankin victoire g,HY,18.0129
rankin thomas parker,rankin william a,HY,19.5758
rankin thomas parker,seelbach chloe r,HY,19.3931
rankin thomas parker,seelbach isabelle,HY,19.5758
rankin thomas parker,seelbach scott w,HY,19.3931
rankin thomas parker,seelbach taplin e,HY,19.5758
rankin thomas parker,seelbach thomas wilson,HY,19.7655
rankin thomas parker,williams clara r,HY,17.6034
rankin thomas parker,williams david b,HY,17.6034
rankin thomas parker,williams helen charles,HY,19.2441
rankin thomas parker,williams margo j.v.,HY,19.2441
rankin thomas t,rankin victoire g,HY,18.9377
rankin thomas t,rankin william a,HY,18.0469
rankin thomas t,seelbach chloe r,HY,17.7411
rankin thomas t,seelbach isabelle,HY,18.0469
rankin thomas t,seelbach scott w,HY,17.7411
rankin thomas t,seelbach taplin e,HY,18.0469
rankin thomas t,seelbach thomas wilson,HY,18.2218
rankin thomas t,williams clara r,HY,16.1038
rankin thomas t,williams david b,HY,16.1038
rankin thomas t,williams helen charles,HY,17.7411
rankin thomas t,williams margo j.v.,HY,17.7411
rankin victoire g,rankin william a,HY,18.3232
rankin victoire g,seelbach chloe r,HY,18.0129
rankin victoire g,seelbach isabelle,HY,18.3232
rankin victoire g,seelbach scott w,HY,18.0129
rankin victoire g,seelbach taplin e,HY,18.3232
rankin victoire g,seelbach thomas wilson,HY,18.5006
rankin victoire g,williams clara r,HY,16.3514
rankin victoire g,williams david b,HY,16.3514
rankin victoire g,williams helen charles,HY,18.0129
rankin victoire g,williams margo j.v.,HY,18.0129
rankin william a,seelbach chloe r,HY,19.5758
rankin william a,seelbach isabelle,HY,19.9132
rankin william a,seelbach scott w,HY,19.5758
rankin william a,seelbach taplin e,HY,19.9132
rankin william a,seelbach thomas wilson,HY,20.1062
rankin william a,williams clara r,HY,17.7693
rankin william a,williams david b,HY,17.7693
rankin william a,williams helen charles,HY,19.5758
rankin william a,williams margo j.v.,HY,19.5758
seelbach chloe r,seelbach isabelle,HY,19.5758
seelbach chloe r,seelbach scott w,HY,19.3931
seelbach chloe r,seelbach taplin e,HY,19.5758
seelbach chloe r,seelbach thomas wilson,HY,19.7655
seelbach chloe r,williams clara r,HY,17.6034
seelbach chloe r,williams david b,HY,17.6034
seelbach chloe r,williams helen charles,HY,19.2441
seelbach chloe r,williams margo j.v.,HY,19.2441
seelbach isabelle,seelbach scott w,HY,19.5758
seelbach isabelle,seelbach taplin e,HY,19.9132
seelbach isabelle,seelbach thomas wilson,HY,20.1062
seelbach isabelle,williams clara r,HY,17.7693
seelbach isabelle,williams david b,HY,17.7693
seelbach isabelle,williams helen charles,HY,19.5758
seelbach isabelle,williams margo j.v.,HY,19.5758
seelbach scott w,seelbach taplin e,HY,19.5758
seelbach scott w,seelbach thomas wilson,HY,19.7655
seelbach scott w,williams clara r,HY,17.6034
seelbach scott w,williams david b,HY,17.6034
seelbach scott w,williams helen charles,HY,19.2441
seelbach scott w,williams margo j.v.,HY,19.2441
seelbach taplin e,seelbach thomas wilson,HY,20.1062
seelbach taplin e,williams clara r,HY,17.7693
seelbach taplin e,williams david b,HY,17.7693
seelbach taplin e,williams helen charles,HY,19.5758
seelbach taplin e,williams margo j.v.,HY,19.5758
seelbach thomas wilson,williams clara r,HY,17.9415
seelbach thomas wilson,williams david b,HY,17.9415
seelbach thomas wilson,williams helen charles,HY,19.7655
seelbach thomas wilson,williams margo j.v.,HY,19.7655
williams clara r,williams david b,HY,16.7253
williams clara r,williams helen charles,HY,17.6034
williams clara r,williams margo j.v.,HY,17.6034
williams david b,williams helen charles,HY,17.6034
williams david b,williams margo j.v.,HY,17.6034
williams helen charles,williams margo j.v.,HY,19.3931
rosenfeld eric,sgro david,PANL,5.54275
semler herbert j,semler shirley l.,SMLR,2.93878
baker felix,baker julian,XOMA,9.94675
cannon-brookes michael,farquhar scott,TEAM,23.4144
bares brian timothy,bradshaw james shel,WINA,3.85842
bares brian timothy,mollen russell chad,WINA,3.85842
bradshaw james shel,mollen russell chad,WINA,3.85842
baker felix,baker julian,GHDX,12.1025
abdo john e,levan alan b,BVH,6.52073
bates thomas r jr,choyce philip a,ICD,3.71757
bates thomas r jr,fitts travis,ICD,4.50816
bates thomas r jr,gallegos john a. jr.,ICD,2.50454
choyce philip a,fitts travis,ICD,5.71487
choyce philip a,gallegos john a. jr.,ICD,3.11075
fitts travis,gallegos john a. jr.,ICD,4.4449
dewan darryll e,marrott karl todd,TSSI,2.55489
borgard lawrence t,schrock charles a,TEG,4.35019
schott james f.,schrock charles a,TEG,2.61438
callaghan brian j.,sheridan edwin a.,ASGN,2.05188
caldwell christopher a,polk dennis,CNXC,2.25249
caldwell christopher a,rosso richard,CNXC,2.7252
polk dennis,richie steven l,CNXC,2.13327
polk dennis,rosso richard,CNXC,2.67591
richie steven l,rosso richard,CNXC,2.91
alpern robert j,stahl wilhelm,TCDA,2.93878
koh bong y,shah nimish p,TCDA,8.20614
boni eric n,musa osama m,ASH,2.0858
bostaph karl r.,drury eileen,ASH,2.15918
bostaph karl r.,lampkin robin e.,ASH,4.2616
chong min,kalyana swaminathan ashok,ASH,2.12092
drury eileen,lampkin robin e.,ASH,2.36755
ganz peter,heitman william j,ASH,2.99727
ganz peter,schumann anne t.,ASH,2.85071
ganz peter,silverman keith c,ASH,3.49296
ganz peter,willis j kevin,ASH,3.25581
heitman william j,schumann anne t.,ASH,3.11939
heitman william j,silverman keith c,ASH,2.65164
heitman william j,willis j kevin,ASH,2.56839
heitman william j,wulfsohn william a,ASH,2.14167
schumann anne t.,silverman keith c,ASH,2.5889
schumann anne t.,willis j kevin,ASH,2.46327
silverman keith c,willis j kevin,ASH,2.94109
doyle john c,nolan mangini siobhan,CSLT,2.96305
cohen arthur bruce,healey joseph patrick,HYPR,2.78964
novo guillermo,painter corning f.,APD,2.54599
novo guillermo,stanley john d.,APD,3.81574
bove david g,kim minsu,UNTY,3.81718
geraci vincent,kim minsu,UNTY,3.70513
deutsch edward b,mcclure stewart e jr,LBAI,3.06576
howell hilton h jr,howell robin robinson,GTN,2.40082
boehm robert c,fluxman leonard i,STNR,3.42924
boehm robert c,fusfield glenn,STNR,3.42924
boehm robert c,harrington sean h,STNR,3.63322
boehm robert c,indursky michael,STNR,2.94625
boehm robert c,lazar robert,STNR,3.08096
boehm robert c,lazarus stephen,STNR,3.91859
boehm robert c,schaverien robert,STNR,4.16383
fabel bruce,fluxman leonard i,STNR,2.14727
fabel bruce,fusfield glenn,STNR,2.14727
fabel bruce,harrington sean h,STNR,2.56262
fabel bruce,indursky michael,STNR,2.15377
fabel bruce,lazar robert,STNR,2.05009
fabel bruce,lazarus stephen,STNR,2.5744
fluxman leonard i,fusfield glenn,STNR,3.38279
fluxman leonard i,harrington sean h,STNR,3.37384
fluxman leonard i,indursky michael,STNR,2.91077
fluxman leonard i,lazar robert,STNR,2.82672
fluxman leonard i,lazarus stephen,STNR,3.58182
fluxman leonard i,schaverien robert,STNR,3.218
fusfield glenn,harrington sean h,STNR,3.37384
fusfield glenn,indursky michael,STNR,2.91077
fusfield glenn,lazar robert,STNR,2.82672
fusfield glenn,lazarus stephen,STNR,3.58182
fusfield glenn,schaverien robert,STNR,3.218
harrington sean h,indursky michael,STNR,2.91076
harrington sean h,lazar robert,STNR,3.1551
harrington sean h,lazarus stephen,STNR,3.88383
harrington sean h,schaverien robert,STNR,3.13785
indursky michael,lazar robert,STNR,2.42921
indursky michael,lazarus stephen,STNR,3.07813
indursky michael,schaverien robert,STNR,2.77631
lazar robert,lazarus stephen,STNR,3.13415
lazar robert,schaverien robert,STNR,2.67284
lazarus stephen,schaverien robert,STNR,3.4113
warshaw clive e,warshaw michele steiner,STNR,6.95321
kannappan s kenneth,vanhoutte philip,PLT,3.02315
bhattacharya ashis nayan,bogart stacy l,WGO,3.13973
bhattacharya ashis nayan,happe michael j,WGO,3.80302
bhattacharya ashis nayan,hughes bryan l,WGO,3.49514
bhattacharya ashis nayan,west christopher david,WGO,3.47145
bhattacharya ashis nayan,woodson bret a,WGO,3.66398
bogart stacy l,bower huw,WGO,3.02891
bogart stacy l,clark donald jeff,WGO,2.92837
bogart stacy l,happe michael j,WGO,3.56007
bogart stacy l,hughes bryan l,WGO,4.45526
bogart stacy l,west christopher david,WGO,4.15021
bogart stacy l,woodson bret a,WGO,2.85423
bower huw,clark donald jeff,WGO,2.25476
bower huw,hughes bryan l,WGO,2.48526
bower huw,west christopher david,WGO,2.3262
